order_id,customer_id,order_date,revenue,units,region,product
ORD-003090,CUS-1003,2024-01-01,1440.65,12,East,Widget B
ORD-003091,nan,2024-03-15,1203.57,23,North,Gadget C
ORD-003092,CUS-1003,01/02/2024,960.36,12,South,Widget B
ORD-003093,nan,2024-06-30,589.26,3,West,Gadget C
ORD-003094,CUS-1002,2024-03-15,61.8,37,West,Widget B
ORD-003095,CUS-1001,01/02/2024,1613.15,13,West,Widget A
ORD-003096,CUS-1001,2024-03-15,223.78,1,North,Widget B
ORD-003097,CUS-1001,2024-01-01,760.97,33,South,Widget B
ORD-003098,CUS-1001,01/02/2024,997.35,12,South,Widget A
ORD-003099,CUS-1001,2024-01-01,666.14,23,South,Widget A
ORD-003100,nan,2024-03-15,1328.28,38,South,Gadget C
ORD-003101,CUS-1001,2024-01-01,663.69,17,South,Gadget C
ORD-003102,nan,2024-01-01,1037.46,29,South,Widget A
ORD-003103,CUS-1003,01/02/2024,199.43,40,South,Widget B
ORD-003104,CUS-1002,2024-01-01,874.65,37,South,Widget B
ORD-003105,CUS-1002,2024-01-01,1170.17,17,  Central  ,Widget A
ORD-003106,CUS-1001,2024-01-01,1725.03,20,East,Gadget C
ORD-003107,CUS-1002,2024-03-15,371.37,8,South,Gadget C
ORD-003108,CUS-1001,2024-01-01,683.88,8,North,Gadget C
ORD-003109,nan,2024-01-01,525.99,14,South,Widget A
ORD-003110,CUS-1001,2024-06-30,313.8,47,West,Widget A
ORD-003111,CUS-1001,2024-06-30,777.38,47,South,Widget A
ORD-003112,CUS-1002,2024-01-01,1817.59,42,South,Widget B
ORD-003113,CUS-1002,01/02/2024,752.15,13,North,Widget A
ORD-003114,CUS-1002,2024-01-01,551.61,29,  Central  ,Widget B
ORD-003115,CUS-1002,2024-06-30,1916.5,18,South,Gadget C
ORD-003116,CUS-1001,2024-01-01,1433.79,14,North,Widget A
ORD-003117,CUS-1002,2024-01-01,745.65,9,West,Gadget C
ORD-003118,CUS-1001,2024-01-01,1501.14,47,  Central  ,Widget B
ORD-003119,CUS-1001,01/02/2024,1280.7,32,West,nan
ORD-003120,CUS-1001,2024-01-01,1711.13,35,South,Widget A
ORD-003121,CUS-1001,2024-03-15,230.91,14,West,Widget A
ORD-003122,CUS-1001,2024-01-01,1084.32,48,South,Widget B
ORD-003123,CUS-1002,01/02/2024,1407.23,11,South,Gadget C
ORD-003124,CUS-1001,2024-03-15,1995.37,9,North,Widget A
ORD-003125,CUS-1001,2024-01-01,1207.46,29,South,Widget B
ORD-003126,CUS-1002,2024-01-01,289.97,46,East,Widget A
ORD-003127,CUS-1001,2024-01-01,1943.36,38,North,Widget A
ORD-003128,CUS-1002,2024-03-15,922.95,47,West,Widget B
ORD-003129,nan,2024-01-01,981.52,29,South,Widget A
ORD-003130,CUS-1002,2024-03-15,513.76,13,East,Widget A
ORD-003131,nan,01/02/2024,1629.12,25,South,Widget B
ORD-003132,CUS-1001,01/02/2024,1063.31,25,West,Gadget C
ORD-003133,CUS-1001,01/02/2024,1948.06,48,East,Widget A
ORD-003134,CUS-1002,2024-01-01,1042.87,15,West,Widget A
ORD-003135,CUS-1003,2024-01-01,369.31,14,North,Widget B
ORD-003136,CUS-1003,2024-03-15,1542.91,21,East,Gadget C
ORD-003137,CUS-1001,2024-01-01,303.93,24,East,Widget A
ORD-003138,CUS-1003,01/02/2024,573.86,29,North,Widget A
ORD-003139,CUS-1001,2024-06-30,1879.58,10,North,Widget A
ORD-003140,CUS-1001,2024-01-01,1952.97,40,East,Widget A
ORD-003141,CUS-1001,2024-01-01,1555.56,25,East,Widget B
ORD-003142,nan,2024-01-01,421.72,23,West,Widget A
ORD-003143,CUS-1001,2024-01-01,1486.42,24,West,Widget B
ORD-003144,CUS-1003,2024-06-30,1192.17,46,South,Widget A
ORD-003145,CUS-1002,2024-06-30,899.01,38,South,Widget A
ORD-003146,CUS-1002,2024-01-01,897.81,28,South,Widget B
ORD-003147,CUS-1002,2024-06-30,911.57,23,  Central  ,Widget B
ORD-003148,CUS-1003,2024-01-01,651.49,12,East,Gadget C
ORD-003149,CUS-1001,2024-06-30,1080.69,8,South,Widget B
ORD-003150,CUS-1001,2024-03-15,82.71,47,West,Gadget C
ORD-003151,CUS-1002,2024-01-01,1698.5,47,East,Widget A
ORD-003152,CUS-1001,01/02/2024,1795.11,14,East,Widget B
ORD-003153,CUS-1001,2024-03-15,787.73,14,  Central  ,Widget B
ORD-003154,CUS-1001,2024-01-01,1897.65,42,East,Widget B
ORD-003155,CUS-1001,2024-01-01,1554.53,12,  Central  ,Widget A
ORD-003156,CUS-1001,01/02/2024,1697.28,34,East,Widget A
ORD-003157,CUS-1001,2024-01-01,1783.64,45,West,Widget A
ORD-003158,nan,2024-01-01,687.23,46,East,Widget B
ORD-003159,CUS-1001,2024-01-01,1627.3,33,East,Widget B
ORD-003160,nan,2024-03-15,298.81,6,South,Widget B
ORD-003161,nan,2024-01-01,1954.3,44,East,Widget B
ORD-003162,CUS-1001,01/02/2024,1194.6,10,North,Widget A
ORD-003163,CUS-1002,2024-01-01,1391.34,15,East,Gadget C
ORD-003164,CUS-1002,2024-01-01,619.75,9,East,Widget B
ORD-003165,CUS-1002,01/02/2024,73.41,3,West,Widget A
ORD-003166,CUS-1001,2024-01-01,334.56,10,North,Widget A
ORD-003167,CUS-1001,01/02/2024,292.72,22,South,Widget A
ORD-003168,CUS-1001,2024-01-01,890.44,1,East,Widget A
ORD-003169,CUS-1002,01/02/2024,592.15,13,South,Widget A
ORD-003170,nan,2024-01-01,-66.27,8,North,Gadget C
ORD-003171,CUS-1002,2024-03-15,1684.63,36,North,Widget A
ORD-003172,CUS-1002,2024-01-01,1084.3,34,South,Widget A
ORD-003173,nan,not-a-date,1706.24,11,South,Gadget C
ORD-003174,CUS-1002,2024-01-01,1174.3,43,South,Widget A
ORD-003175,CUS-1001,2024-01-01,1840.84,4,  Central  ,Widget A
ORD-003176,CUS-1003,01/02/2024,-398.86,8,North,Widget A
ORD-003177,CUS-1001,2024-01-01,1473.02,24,West,Widget A
ORD-003178,CUS-1001,2024-01-01,557.05,45,North,Widget A
ORD-003179,CUS-1002,2024-03-15,1590.98,14,North,Gadget C
ORD-003180,nan,2024-03-15,1547.01,48,East,Widget B
ORD-003181,CUS-1001,01/02/2024,171.08,13,West,Widget B
ORD-003182,CUS-1002,2024-06-30,125.21,32,South,Widget A
ORD-003183,CUS-1001,2024-01-01,1763.69,16,East,Widget B
ORD-003184,CUS-1001,2024-01-01,1957.92,30,East,Widget B
ORD-003185,CUS-1001,2024-03-15,1213.23,16,East,Widget A
ORD-003186,CUS-1002,2024-01-01,349.88,13,East,Widget A
ORD-003187,CUS-1003,2024-01-01,848.17,22,West,Widget A
ORD-003188,CUS-1001,2024-01-01,51.89,17,North,Widget A
ORD-003189,CUS-1001,2024-01-01,1645.24,29,West,Widget B
ORD-003190,CUS-1001,2024-01-01,215.29,25,  Central  ,Widget A
ORD-003191,CUS-1001,2024-01-01,676.95,27,South,Widget A
ORD-003192,CUS-1002,01/02/2024,1129.78,8,West,Widget B
ORD-003193,CUS-1002,2024-03-15,1399.14,30,East,Gadget C
ORD-003194,CUS-1002,2024-06-30,1815.08,36,South,Widget A
ORD-003195,CUS-1001,2024-01-01,849.41,7,South,Widget A
ORD-003196,CUS-1002,2024-01-01,390.15,10,West,Widget B
ORD-003197,CUS-1001,01/02/2024,226.71,3,South,Widget A
ORD-003198,CUS-1001,2024-01-01,1320.51,12,South,Widget A
ORD-003199,nan,2024-01-01,266.33,46,  Central  ,Widget A
ORD-003200,CUS-1003,01/02/2024,1319.87,5,South,Gadget C
ORD-003201,nan,2024-03-15,917.91,11,North,Gadget C
ORD-003202,nan,2024-01-01,838.89,7,North,Widget A
ORD-003203,CUS-1002,01/02/2024,529.22,41,  Central  ,Gadget C
ORD-003204,nan,01/02/2024,1804.5,29,South,Widget A
ORD-003205,CUS-1001,not-a-date,1435.21,4,West,Widget B
ORD-003206,CUS-1001,2024-01-01,1054.1,12,West,Widget A
ORD-003207,CUS-1001,2024-03-15,853.33,34,North,Widget B
ORD-003208,CUS-1001,2024-03-15,727.29,37,West,Widget A
ORD-003209,CUS-1001,2024-01-01,804.34,30,East,Gadget C
ORD-003210,CUS-1001,01/02/2024,1708.74,28,East,Gadget C
ORD-003211,CUS-1002,01/02/2024,848.61,23,South,Widget A
ORD-003212,CUS-1003,2024-01-01,18.76,42,North,Widget A
ORD-003213,CUS-1002,2024-01-01,1847.26,19,North,Widget B
ORD-003214,CUS-1001,2024-01-01,1189.78,48,North,Widget A
ORD-003215,CUS-1002,2024-03-15,339.7,43,South,Widget A
ORD-003216,CUS-1001,2024-01-01,-234.6,46,East,Widget B
ORD-003217,CUS-1001,01/02/2024,759.39,35,South,Gadget C
ORD-003218,CUS-1001,2024-01-01,1228.35,17,South,Widget B
ORD-003219,CUS-1001,01/02/2024,1878.95,32,East,Widget B
ORD-003220,CUS-1001,01/02/2024,118.36,23,East,Widget B
ORD-003221,CUS-1003,01/02/2024,712.02,46,West,Widget A
ORD-003222,CUS-1003,01/02/2024,521.77,45,South,Widget B
ORD-003223,CUS-1002,2024-01-01,848.16,4,West,Widget A
ORD-003224,CUS-1001,2024-01-01,1586.27,37,South,Widget A
ORD-003225,CUS-1003,2024-03-15,325.51,37,West,Widget A
ORD-003226,CUS-1002,2024-01-01,1870.6,30,  Central  ,Gadget C
ORD-003227,CUS-1001,2024-03-15,520.32,48,South,Gadget C
ORD-003228,CUS-1002,01/02/2024,1507.9,4,South,Widget B
ORD-003229,CUS-1002,not-a-date,1282.55,48,North,Widget A
ORD-003230,CUS-1002,2024-01-01,1100.08,1,East,Widget B
ORD-003231,CUS-1001,01/02/2024,1689.33,9,East,Widget A
ORD-003232,CUS-1002,2024-01-01,1218.24,32,West,Gadget C
ORD-003233,CUS-1001,2024-06-30,-495.22,40,West,Widget B
ORD-003234,CUS-1001,01/02/2024,1182.42,45,South,Widget A
ORD-003235,CUS-1001,01/02/2024,1443.73,3,North,Widget A
ORD-003236,nan,2024-03-15,104.5,41,South,Widget B
ORD-003237,CUS-1001,2024-01-01,1293.77,34,East,Gadget C
ORD-003238,CUS-1001,01/02/2024,1779.1,20,  Central  ,Widget A
ORD-003239,CUS-1001,2024-03-15,1304.17,32,East,Gadget C
ORD-003240,nan,2024-01-01,1638.07,20,South,Widget B
ORD-003241,CUS-1002,2024-06-30,1982.03,23,  Central  ,Widget A
ORD-003242,nan,not-a-date,320.94,11,West,Widget A
ORD-003243,CUS-1001,2024-06-30,1381.33,17,South,Widget A
ORD-003244,CUS-1001,2024-03-15,1795.51,33,East,Widget A
ORD-003245,CUS-1002,2024-01-01,67.21,12,North,Widget A
ORD-003246,CUS-1001,01/02/2024,355.58,39,  Central  ,Widget A
ORD-003247,CUS-1003,2024-01-01,506.81,18,North,Widget A
ORD-003248,CUS-1003,2024-03-15,1761.76,46,West,Widget A
ORD-003249,CUS-1002,2024-01-01,1954.69,5,South,Widget B
ORD-003250,nan,not-a-date,1827.88,18,West,Widget A
ORD-003251,CUS-1002,2024-01-01,953.27,15,South,Widget A
ORD-003252,CUS-1001,2024-01-01,1338.64,28,East,Widget A
ORD-003253,CUS-1002,2024-01-01,216.87,25,East,Widget B
ORD-003254,CUS-1001,2024-03-15,1958.37,4,South,Gadget C
ORD-003255,CUS-1003,2024-01-01,1888.65,26,South,Widget B
ORD-003256,CUS-1001,2024-01-01,1196.67,27,  Central  ,Widget B
ORD-003257,CUS-1001,2024-01-01,294.82,29,South,Widget A
ORD-003258,CUS-1002,2024-01-01,1895.41,27,North,Widget B
ORD-003259,CUS-1001,2024-06-30,1792.63,36,South,Widget B
ORD-003260,CUS-1001,2024-01-01,1981.46,36,  Central  ,Widget A
ORD-003261,CUS-1002,2024-01-01,1020.63,6,South,nan
ORD-003262,CUS-1001,2024-01-01,702.87,32,South,Widget A
ORD-003263,CUS-1002,2024-01-01,-268.3,42,South,Widget A
ORD-003264,CUS-1001,2024-01-01,999.24,23,South,nan
ORD-003265,CUS-1001,2024-01-01,1825.45,18,South,Gadget C
ORD-003266,CUS-1001,2024-01-01,266.09,26,South,Widget A
ORD-003267,CUS-1003,2024-01-01,1300.57,10,North,Widget A
ORD-003268,nan,2024-01-01,1831.2,23,South,Widget B
ORD-003269,CUS-1001,2024-03-15,554.81,9,South,Widget B
ORD-003270,nan,2024-01-01,1055.18,18,South,Gadget C
ORD-003271,CUS-1002,01/02/2024,1590.98,40,East,Gadget C
ORD-003272,CUS-1002,01/02/2024,1034.35,46,West,Widget B
ORD-003273,CUS-1002,not-a-date,1059.67,24,West,Widget B
ORD-003274,CUS-1002,2024-01-01,1535.57,46,South,nan
ORD-003275,CUS-1003,2024-03-15,337.76,13,East,Widget B
ORD-003276,CUS-1002,not-a-date,1432.68,13,North,Widget A
ORD-003277,CUS-1002,2024-06-30,1828.58,46,East,Widget B
ORD-003278,CUS-1001,2024-03-15,212.78,31,  Central  ,Widget B
ORD-003279,CUS-1001,2024-01-01,129.79,29,West,Gadget C
ORD-003280,CUS-1002,2024-06-30,184.1,18,East,Widget B
ORD-003281,CUS-1001,2024-03-15,1473.45,32,South,Widget A
ORD-003282,CUS-1001,2024-01-01,788.52,47,North,Widget B
ORD-003283,CUS-1001,2024-01-01,934.33,13,South,Gadget C
ORD-003284,CUS-1001,2024-06-30,1459.43,38,South,Widget A
ORD-003285,CUS-1002,2024-01-01,-47.14,20,East,Widget A
ORD-003286,CUS-1002,2024-03-15,1204.25,18,North,Widget A
ORD-003287,CUS-1002,2024-01-01,1702.77,16,North,Widget A
ORD-003288,CUS-1001,2024-03-15,908.01,43,West,Widget B
ORD-003289,CUS-1002,2024-01-01,1750.9,13,East,Widget A
ORD-003290,CUS-1001,2024-03-15,1051.16,21,South,nan
ORD-003291,CUS-1002,01/02/2024,809.71,45,West,Widget A
ORD-003292,CUS-1002,2024-06-30,529.5,24,South,Widget A
ORD-003293,CUS-1002,2024-01-01,1463.32,7,West,Widget A
ORD-003294,CUS-1002,2024-01-01,1247.66,48,West,Widget B
ORD-003295,nan,2024-01-01,1618.29,5,West,Gadget C
ORD-003296,CUS-1003,2024-01-01,1097.94,44,  Central  ,Widget B
ORD-003297,CUS-1002,2024-06-30,1735.02,19,North,nan
ORD-003298,CUS-1002,2024-01-01,582.01,32,North,Widget A
ORD-003299,CUS-1001,2024-01-01,1463.7,33,West,Widget A
ORD-003300,nan,2024-03-15,792.71,14,West,Gadget C
ORD-003301,CUS-1001,2024-01-01,236.69,16,South,Widget B
ORD-003302,CUS-1001,2024-01-01,1061.34,7,East,Widget B
ORD-003303,nan,01/02/2024,-267.01,10,North,Widget B
ORD-003304,CUS-1002,2024-01-01,132.86,3,South,Widget A
ORD-003305,CUS-1001,2024-03-15,732.79,3,North,Widget A
ORD-003306,CUS-1001,01/02/2024,1955.3,21,North,Widget A
ORD-003307,CUS-1001,2024-01-01,-57.43,41,East,Widget A
ORD-003308,CUS-1002,01/02/2024,1959.8,20,East,Widget A
ORD-003309,CUS-1001,not-a-date,66.86,37,West,Widget B
ORD-003310,nan,2024-01-01,314.19,17,South,Gadget C
ORD-003311,nan,2024-03-15,477.85,32,West,nan
ORD-003312,CUS-1002,2024-01-01,1476.13,26,South,Widget A
ORD-003313,CUS-1002,01/02/2024,1956.45,36,South,Gadget C
ORD-003314,CUS-1001,2024-03-15,818.7,34,East,Widget A
ORD-003315,CUS-1001,2024-01-01,1171.34,42,East,Widget B
ORD-003316,CUS-1002,2024-01-01,186.0,28,West,Widget A
ORD-003317,CUS-1001,2024-01-01,1262.14,14,South,Widget A
ORD-003318,CUS-1001,2024-03-15,1801.0,5,  Central  ,Gadget C
ORD-003319,CUS-1001,01/02/2024,1321.88,39,South,Widget B
ORD-003320,CUS-1001,2024-01-01,1310.12,10,North,Widget A
ORD-003321,CUS-1002,2024-01-01,980.08,6,East,Gadget C
ORD-003322,CUS-1002,2024-06-30,905.45,21,West,Gadget C
ORD-003323,CUS-1003,2024-01-01,745.95,46,South,Widget A
ORD-003324,CUS-1002,2024-01-01,1642.19,16,South,Widget A
ORD-003325,CUS-1003,2024-01-01,1292.99,28,East,Widget A
ORD-003326,CUS-1001,01/02/2024,606.25,23,East,Widget B
ORD-003327,CUS-1003,2024-01-01,1040.58,38,East,Widget A
ORD-003328,CUS-1002,2024-03-15,240.25,41,South,Widget B
ORD-003329,CUS-1001,01/02/2024,101.07,24,South,Gadget C
ORD-003330,nan,2024-01-01,281.17,22,West,Gadget C
ORD-003331,CUS-1001,01/02/2024,1736.45,20,South,Widget B
ORD-003332,CUS-1001,2024-01-01,521.87,35,South,Gadget C
ORD-003333,CUS-1001,2024-01-01,1926.55,35,East,Widget A
ORD-003334,CUS-1001,01/02/2024,683.19,13,South,Widget B
ORD-003335,CUS-1001,2024-01-01,825.31,17,South,Widget A
ORD-003336,CUS-1002,not-a-date,1625.97,36,North,Widget A
ORD-003337,nan,01/02/2024,455.65,30,East,Widget B
ORD-003338,CUS-1001,2024-01-01,1819.71,36,  Central  ,Gadget C
ORD-003339,CUS-1002,2024-06-30,1310.33,1,West,Widget B
ORD-003340,CUS-1001,01/02/2024,133.63,44,West,Widget B
ORD-003341,CUS-1003,2024-01-01,1913.67,42,South,Widget A
ORD-003342,CUS-1001,01/02/2024,582.09,44,West,Gadget C
ORD-003343,CUS-1001,2024-06-30,471.6,9,  Central  ,Widget B
ORD-003344,CUS-1002,2024-01-01,1797.48,28,North,Gadget C
ORD-003345,CUS-1002,2024-01-01,657.54,31,South,Gadget C
ORD-003346,CUS-1003,2024-01-01,1448.11,15,West,Widget B
ORD-003347,CUS-1002,2024-01-01,77.97,42,West,Widget B
ORD-003348,CUS-1003,2024-01-01,1842.88,3,West,Widget A
ORD-003349,CUS-1001,01/02/2024,824.33,34,  Central  ,Widget A
ORD-003350,CUS-1001,not-a-date,365.42,29,South,Widget B
ORD-003351,CUS-1001,2024-03-15,1962.68,24,East,Widget A
ORD-003352,CUS-1001,2024-01-01,1486.13,38,North,Gadget C
ORD-003353,CUS-1001,2024-01-01,1588.99,25,East,Widget A
ORD-003354,CUS-1002,2024-01-01,1006.64,4,North,Gadget C
ORD-003355,CUS-1001,2024-01-01,1380.09,22,South,Gadget C
ORD-003356,CUS-1002,01/02/2024,588.85,46,East,Widget A
ORD-003357,CUS-1002,2024-01-01,1041.01,2,East,Widget A
ORD-003358,CUS-1002,2024-03-15,767.41,3,North,Widget A
ORD-003359,CUS-1002,2024-01-01,855.99,38,West,Widget A
ORD-003360,CUS-1001,01/02/2024,18.53,6,North,Widget A
ORD-003361,CUS-1001,not-a-date,1623.59,47,East,Widget A
ORD-003362,CUS-1002,01/02/2024,443.71,27,  Central  ,Widget B
ORD-003363,CUS-1002,not-a-date,952.39,36,West,Widget B
ORD-003364,CUS-1001,2024-03-15,1321.29,35,East,Gadget C
ORD-003365,CUS-1001,01/02/2024,78.54,45,North,Gadget C
ORD-003366,CUS-1002,2024-01-01,691.43,49,North,Widget A
ORD-003367,CUS-1002,2024-01-01,-259.86,43,West,nan
ORD-003368,CUS-1001,not-a-date,274.38,34,North,Widget B
ORD-003369,CUS-1002,2024-01-01,1628.7,18,North,Widget B
ORD-003370,nan,2024-06-30,1087.84,16,South,Widget A
ORD-003371,CUS-1001,2024-01-01,917.97,18,North,Widget B
ORD-003372,CUS-1003,2024-03-15,273.64,48,West,Widget A
ORD-003373,CUS-1001,2024-01-01,1033.05,23,East,Widget A
ORD-003374,CUS-1002,2024-06-30,542.11,3,West,Widget A
ORD-003375,CUS-1002,2024-01-01,261.91,5,South,Widget A
ORD-003376,CUS-1001,2024-01-01,1058.39,28,  Central  ,Widget A
ORD-003377,nan,not-a-date,1366.75,3,  Central  ,Widget B
ORD-003378,CUS-1002,2024-01-01,122.98,34,East,Widget A
ORD-003379,nan,2024-01-01,121.86,1,North,Widget B
ORD-003380,CUS-1001,not-a-date,1479.78,33,North,Widget B
ORD-003381,CUS-1003,2024-03-15,421.44,26,  Central  ,nan
ORD-003382,nan,2024-01-01,315.74,33,East,Widget A
ORD-003383,CUS-1002,01/02/2024,1924.66,27,North,nan
ORD-003384,CUS-1001,2024-01-01,368.19,20,South,Widget A
ORD-003385,CUS-1002,2024-01-01,1372.37,4,  Central  ,Widget A
ORD-003386,CUS-1002,01/02/2024,1631.82,30,  Central  ,Widget A
ORD-003387,nan,2024-01-01,664.32,9,North,Gadget C
ORD-003388,CUS-1002,2024-01-01,-210.58,44,East,Widget B
ORD-003389,CUS-1001,2024-01-01,1112.78,37,West,Widget A
ORD-003390,CUS-1001,not-a-date,409.15,47,West,Widget A
ORD-003391,CUS-1002,01/02/2024,599.05,27,East,Gadget C
ORD-003392,nan,2024-01-01,1926.54,46,West,Gadget C
ORD-003393,CUS-1001,2024-06-30,554.37,39,West,Widget A
ORD-003394,CUS-1002,2024-03-15,1626.51,41,East,Widget A
ORD-003395,nan,2024-01-01,1074.91,10,South,nan
ORD-003396,CUS-1001,2024-06-30,1294.99,39,West,Widget A
ORD-003397,CUS-1001,2024-01-01,919.93,29,West,Widget A
ORD-003398,CUS-1002,2024-01-01,1180.7,39,North,nan
ORD-003399,CUS-1002,2024-01-01,1084.8,12,East,Widget B
ORD-003400,CUS-1001,2024-01-01,968.99,13,East,Widget A
ORD-003401,CUS-1003,01/02/2024,1607.65,48,  Central  ,Widget B
ORD-003402,CUS-1002,01/02/2024,1761.62,21,South,Widget A
ORD-003403,nan,not-a-date,-330.26,46,South,Widget A
ORD-003404,CUS-1003,2024-01-01,280.35,11,North,Widget B
ORD-003405,CUS-1003,2024-01-01,1624.33,16,  Central  ,Widget A
ORD-003406,CUS-1002,2024-01-01,431.67,21,East,Widget A
ORD-003407,CUS-1001,2024-01-01,1733.79,8,South,Widget B
ORD-003408,CUS-1002,2024-06-30,214.18,21,South,Widget B
ORD-003409,CUS-1001,2024-03-15,191.1,8,North,Widget A
ORD-003410,CUS-1002,2024-03-15,371.48,8,North,Gadget C
ORD-003411,CUS-1001,2024-03-15,33.58,9,South,Widget B
ORD-003412,CUS-1002,2024-01-01,1497.8,18,West,nan
ORD-003413,CUS-1001,2024-01-01,800.33,31,West,Widget A
ORD-003414,CUS-1001,2024-01-01,1891.14,19,North,Gadget C
ORD-003415,CUS-1001,2024-03-15,736.98,9,East,Widget A
ORD-003416,CUS-1002,2024-01-01,1408.97,47,West,nan
ORD-003417,CUS-1003,2024-01-01,1369.42,10,North,Gadget C
ORD-003418,CUS-1001,01/02/2024,656.17,32,North,Widget A
ORD-003419,CUS-1003,2024-01-01,1786.37,20,West,Widget A
ORD-003420,CUS-1003,01/02/2024,801.77,3,East,Gadget C
ORD-003421,CUS-1001,2024-01-01,1107.25,39,South,Widget A
ORD-003422,CUS-1002,01/02/2024,802.41,6,East,Widget B
ORD-003423,CUS-1001,2024-01-01,876.33,7,West,Widget A
ORD-003424,CUS-1001,not-a-date,118.84,3,North,Widget A
ORD-003425,CUS-1002,2024-03-15,627.3,8,East,Widget A
ORD-003426,CUS-1001,2024-01-01,1897.18,16,South,nan
ORD-003427,CUS-1003,2024-03-15,1664.57,4,South,Widget A
ORD-003428,nan,2024-03-15,1761.54,9,West,Widget B
ORD-003429,CUS-1003,01/02/2024,1428.56,4,East,Widget B
ORD-003430,CUS-1002,2024-06-30,1309.96,11,West,Gadget C
ORD-003431,CUS-1002,2024-03-15,1798.19,9,South,Widget A
ORD-003432,nan,2024-01-01,1080.35,14,East,Gadget C
ORD-003433,CUS-1001,2024-01-01,1832.77,39,North,Widget A
ORD-003434,CUS-1001,2024-01-01,836.23,6,West,Gadget C
ORD-003435,CUS-1002,01/02/2024,1199.25,49,East,Gadget C
ORD-003436,CUS-1001,2024-06-30,948.63,26,  Central  ,Gadget C
ORD-003437,CUS-1001,01/02/2024,47.9,11,East,Widget A
ORD-003438,CUS-1001,2024-01-01,405.93,8,North,Widget B
ORD-003439,CUS-1002,2024-06-30,1856.44,9,East,Gadget C
ORD-003440,CUS-1001,2024-03-15,1200.22,38,  Central  ,Gadget C
ORD-003441,CUS-1001,2024-01-01,102.67,9,North,Gadget C
ORD-003442,CUS-1001,2024-06-30,1934.78,28,South,Widget B
ORD-003443,CUS-1001,2024-01-01,1856.72,3,East,Gadget C
ORD-003444,CUS-1003,01/02/2024,1426.86,22,East,Widget A
ORD-003445,CUS-1001,2024-01-01,573.47,42,North,Widget A
ORD-003446,CUS-1002,2024-06-30,597.0,40,North,Widget B
ORD-003447,CUS-1003,2024-01-01,1731.85,25,North,Gadget C
ORD-003448,CUS-1001,2024-01-01,130.59,13,East,Widget A
ORD-003449,CUS-1003,01/02/2024,482.35,17,  Central  ,Gadget C
ORD-003450,CUS-1002,not-a-date,341.14,17,East,Widget A
ORD-003451,CUS-1002,2024-01-01,1435.49,11,South,Widget B
ORD-003452,CUS-1001,2024-01-01,769.7,33,North,Widget B
ORD-003453,CUS-1001,2024-06-30,1832.74,9,West,Gadget C
ORD-003454,nan,2024-03-15,1607.8,48,  Central  ,Widget A
ORD-003455,CUS-1003,2024-01-01,1969.47,6,West,Widget A
ORD-003456,nan,2024-01-01,605.01,31,East,Gadget C
ORD-003457,nan,2024-01-01,955.1,33,  Central  ,Gadget C
ORD-003458,CUS-1001,01/02/2024,1323.03,33,East,Widget B
ORD-003459,CUS-1003,01/02/2024,1949.74,33,South,Gadget C
ORD-003460,CUS-1002,2024-03-15,695.85,23,North,Widget A
ORD-003461,CUS-1003,2024-01-01,660.42,7,North,Widget B
ORD-003462,CUS-1001,2024-03-15,1257.25,31,South,Widget A
ORD-003463,CUS-1001,2024-01-01,1333.9,11,South,Widget B
ORD-003464,CUS-1003,not-a-date,386.0,10,North,Widget A
ORD-003465,CUS-1003,2024-01-01,914.4,41,East,Widget A
ORD-003466,CUS-1002,2024-01-01,760.96,7,West,Widget B
ORD-003467,CUS-1001,2024-01-01,-189.85,27,East,Widget B
ORD-003468,CUS-1001,2024-01-01,289.52,18,West,Widget B
ORD-003469,nan,2024-01-01,1299.81,9,West,Gadget C
ORD-003470,CUS-1002,01/02/2024,383.17,47,North,nan
ORD-003471,CUS-1002,not-a-date,60.58,32,  Central  ,Gadget C
ORD-003472,CUS-1002,01/02/2024,997.01,24,North,Widget A
ORD-003473,CUS-1001,01/02/2024,86.81,42,West,Gadget C
ORD-003474,CUS-1002,2024-01-01,1335.5,17,East,Widget B
ORD-003475,CUS-1002,2024-03-15,1192.78,17,East,Gadget C
ORD-003476,CUS-1003,2024-01-01,1137.8,2,  Central  ,Widget A
ORD-003477,nan,2024-01-01,199.47,38,West,Widget A
ORD-003478,nan,2024-01-01,-209.59,48,North,Widget B
ORD-003479,CUS-1002,2024-01-01,1334.11,42,East,Widget A
ORD-003480,CUS-1002,01/02/2024,74.09,1,South,Gadget C
ORD-003481,CUS-1002,2024-01-01,240.65,18,South,Widget B
ORD-003482,CUS-1003,2024-01-01,1529.9,47,North,Widget A
ORD-003483,CUS-1002,2024-03-15,342.27,46,West,Widget A
ORD-003484,CUS-1002,2024-01-01,996.52,11,South,Widget A
ORD-003485,CUS-1002,01/02/2024,206.02,20,  Central  ,Widget A
ORD-003486,CUS-1002,2024-01-01,477.81,28,West,Widget A
ORD-003487,CUS-1002,not-a-date,1759.94,6,West,Widget A
ORD-003488,CUS-1001,2024-03-15,1508.87,20,East,Widget B
ORD-003489,CUS-1002,2024-01-01,385.16,38,West,Widget A
ORD-003490,CUS-1002,not-a-date,436.97,37,South,Widget B
ORD-003491,CUS-1001,2024-01-01,952.82,9,East,Widget B
ORD-003492,CUS-1003,2024-01-01,1268.26,26,East,Widget A
ORD-003493,CUS-1002,01/02/2024,1168.81,11,South,nan
ORD-003494,CUS-1001,2024-03-15,576.46,37,East,Widget B
